labels,timestamp,value
{consumergroup=output-group},1702357646,0
{consumergroup=output-group},1702357651,0
{consumergroup=output-group},1702357656,0
{consumergroup=output-group},1702357661,8580
{consumergroup=output-group},1702357666,8580
{consumergroup=output-group},1702357671,8580
{consumergroup=output-group},1702357676,14523
{consumergroup=output-group},1702357681,14523
{consumergroup=output-group},1702357686,14523
{consumergroup=output-group},1702357691,19692
{consumergroup=output-group},1702357696,19692
{consumergroup=output-group},1702357701,19692
{consumergroup=output-group},1702357706,19258
{consumergroup=output-group},1702357711,19258
{consumergroup=output-group},1702357716,19258
{consumergroup=output-group},1702357721,19466
{consumergroup=output-group},1702357726,19466
{consumergroup=output-group},1702357731,19466
{consumergroup=output-group},1702357736,19503
