labels,timestamp,value
{consumergroup=default},1702287108,0
{consumergroup=default},1702287113,0
{consumergroup=default},1702287118,0
{consumergroup=default},1702287123,0
{consumergroup=default},1702287128,52428
{consumergroup=default},1702287133,52428
{consumergroup=default},1702287138,52428
{consumergroup=default},1702287143,33494
{consumergroup=default},1702287148,33494
{consumergroup=default},1702287153,33494
{consumergroup=default},1702287158,19535
{consumergroup=default},1702287163,19535
{consumergroup=default},1702287168,19535
{consumergroup=default},1702287173,19368
{consumergroup=default},1702287178,19368
{consumergroup=default},1702287183,19368
{consumergroup=default},1702287188,18917
{consumergroup=default},1702287193,18917
{consumergroup=default},1702287198,18917
