labels,timestamp,value
{consumergroup=default},1702501919,0
{consumergroup=default},1702501924,0
{consumergroup=default},1702501929,0
{consumergroup=default},1702501934,265654
{consumergroup=default},1702501939,265654
{consumergroup=default},1702501944,265654
{consumergroup=default},1702501949,576757
{consumergroup=default},1702501954,576757
{consumergroup=default},1702501959,576757
{consumergroup=default},1702501964,886271
{consumergroup=default},1702501969,886271
{consumergroup=default},1702501974,886271
{consumergroup=default},1702501979,1196377
{consumergroup=default},1702501984,1196377
{consumergroup=default},1702501989,1196377
{consumergroup=default},1702501994,1508282
{consumergroup=default},1702501999,1508282
{consumergroup=default},1702502004,1508282
