labels,timestamp,value
{consumergroup=default},1702222616,0
{consumergroup=default},1702222621,0
{consumergroup=default},1702222626,0
{consumergroup=default},1702222631,0
{consumergroup=default},1702222636,34651
{consumergroup=default},1702222641,34651
{consumergroup=default},1702222646,34651
{consumergroup=default},1702222651,60595
{consumergroup=default},1702222656,60595
{consumergroup=default},1702222661,60595
{consumergroup=default},1702222666,90692
{consumergroup=default},1702222671,90692
{consumergroup=default},1702222676,90692
{consumergroup=default},1702222681,117709
{consumergroup=default},1702222686,117709
{consumergroup=default},1702222691,117709
{consumergroup=default},1702222696,145843
{consumergroup=default},1702222701,145843
{consumergroup=default},1702222706,145843
