labels,timestamp,value
{consumergroup=default},1702218602,10428
{consumergroup=default},1702218607,10428
{consumergroup=default},1702218612,10428
{consumergroup=default},1702218617,31403
{consumergroup=default},1702218622,31403
{consumergroup=default},1702218627,31403
{consumergroup=default},1702218632,43991
{consumergroup=default},1702218637,43991
{consumergroup=default},1702218642,43991
{consumergroup=default},1702218647,56113
{consumergroup=default},1702218652,56113
{consumergroup=default},1702218657,56113
{consumergroup=default},1702218662,69534
{consumergroup=default},1702218667,69534
{consumergroup=default},1702218672,69534
{consumergroup=default},1702218677,80725
{consumergroup=default},1702218682,80725
