labels,timestamp,value
{consumergroup=default},1702488708,0
{consumergroup=default},1702488713,0
{consumergroup=default},1702488718,0
{consumergroup=default},1702488723,92716
{consumergroup=default},1702488728,92716
{consumergroup=default},1702488733,92716
{consumergroup=default},1702488738,233001
{consumergroup=default},1702488743,233001
{consumergroup=default},1702488748,233001
{consumergroup=default},1702488753,373079
{consumergroup=default},1702488758,373079
{consumergroup=default},1702488763,373079
{consumergroup=default},1702488768,512855
{consumergroup=default},1702488773,512855
{consumergroup=default},1702488778,512855
{consumergroup=default},1702488783,652962
{consumergroup=default},1702488788,652962
{consumergroup=default},1702488793,652962
{consumergroup=default},1702488798,793020
