labels,timestamp,value
{consumergroup=default},1702499019,98279
{consumergroup=default},1702499024,98279
{consumergroup=default},1702499029,98279
{consumergroup=default},1702499034,328665
{consumergroup=default},1702499039,328665
{consumergroup=default},1702499044,328665
{consumergroup=default},1702499049,528545
{consumergroup=default},1702499054,528545
{consumergroup=default},1702499059,528545
{consumergroup=default},1702499064,730924
{consumergroup=default},1702499069,730924
{consumergroup=default},1702499074,730924
{consumergroup=default},1702499079,931974
{consumergroup=default},1702499084,931974
{consumergroup=default},1702499089,931974
{consumergroup=default},1702499094,1130138
{consumergroup=default},1702499099,1130138
