labels,timestamp,value
{consumergroup=output-group},1702214317,21527
{consumergroup=output-group},1702214322,21527
{consumergroup=output-group},1702214327,21527
{consumergroup=output-group},1702214332,19740
{consumergroup=output-group},1702214337,19740
{consumergroup=output-group},1702214342,19740
{consumergroup=output-group},1702214347,15316
{consumergroup=output-group},1702214352,15316
{consumergroup=output-group},1702214357,15316
{consumergroup=output-group},1702214362,10248
{consumergroup=output-group},1702214367,10248
{consumergroup=output-group},1702214372,10248
{consumergroup=output-group},1702214377,5050
{consumergroup=output-group},1702214382,5050
