labels,timestamp,value
{consumergroup=output-group},1702307216,61500
{consumergroup=output-group},1702307221,61500
{consumergroup=output-group},1702307226,61500
{consumergroup=output-group},1702307231,68997
{consumergroup=output-group},1702307236,68997
{consumergroup=output-group},1702307241,68997
{consumergroup=output-group},1702307246,3638
{consumergroup=output-group},1702307251,3638
{consumergroup=output-group},1702307256,3638
{consumergroup=output-group},1702307261,3969
{consumergroup=output-group},1702307266,3969
{consumergroup=output-group},1702307271,3969
{consumergroup=output-group},1702307276,3469
{consumergroup=output-group},1702307281,3469
