labels,timestamp,value
{consumergroup=output-group},1702128823,0
{consumergroup=output-group},1702128828,0
{consumergroup=output-group},1702128833,36418
{consumergroup=output-group},1702128838,36418
{consumergroup=output-group},1702128843,36418
{consumergroup=output-group},1702128848,314724
{consumergroup=output-group},1702128853,314724
{consumergroup=output-group},1702128858,314724
{consumergroup=output-group},1702128863,476135
{consumergroup=output-group},1702128868,476135
{consumergroup=output-group},1702128873,476135
{consumergroup=output-group},1702128878,633475
{consumergroup=output-group},1702128883,633475
{consumergroup=output-group},1702128888,633475
{consumergroup=output-group},1702128893,783806
{consumergroup=output-group},1702128898,783806
{consumergroup=output-group},1702128903,783806
{consumergroup=output-group},1702128908,929329
{consumergroup=output-group},1702128913,929329
