labels,timestamp,value
{consumergroup=output-group},1702129729,283220
{consumergroup=output-group},1702129734,283220
{consumergroup=output-group},1702129739,283220
{consumergroup=output-group},1702129744,317942
{consumergroup=output-group},1702129749,317942
{consumergroup=output-group},1702129754,317942
{consumergroup=output-group},1702129759,352267
{consumergroup=output-group},1702129764,352267
{consumergroup=output-group},1702129769,352267
{consumergroup=output-group},1702129774,395136
{consumergroup=output-group},1702129779,395136
{consumergroup=output-group},1702129784,395136
{consumergroup=output-group},1702129789,434406
{consumergroup=output-group},1702129794,434406
