labels,timestamp,value
{consumergroup=output-group},1702119185,0
{consumergroup=output-group},1702119190,0
{consumergroup=output-group},1702119195,9988
{consumergroup=output-group},1702119200,9988
{consumergroup=output-group},1702119205,9988
{consumergroup=output-group},1702119210,28107
{consumergroup=output-group},1702119215,28107
{consumergroup=output-group},1702119220,28107
{consumergroup=output-group},1702119225,34105
{consumergroup=output-group},1702119230,34105
{consumergroup=output-group},1702119235,34105
{consumergroup=output-group},1702119240,39847
{consumergroup=output-group},1702119245,39847
{consumergroup=output-group},1702119250,39847
{consumergroup=output-group},1702119255,45548
{consumergroup=output-group},1702119260,45548
{consumergroup=output-group},1702119265,45548
{consumergroup=output-group},1702119270,51060
{consumergroup=output-group},1702119275,51060
